state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,arrivals_in_tonnes
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2026-05-23,16890,21525,19030,61.9
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2026-05-23,4640,5715,5137,103.1
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2026-05-23,2722,3269,2975,93.1
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2026-05-23,14940,19515,17052,31.2
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2026-05-23,14743,18347,16407,41.5
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2026-05-23,9170,11160,10089,52.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2026-05-23,10131,12837,11380,37.9
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2026-05-23,10687,13422,11950,36.5
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2026-05-23,8105,9719,8850,80.3
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2026-05-23,6422,7558,6947,101.5
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2026-05-23,2827,3376,3081,643.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2026-05-23,2655,3502,3046,555.1
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2026-05-23,2323,3033,2651,690.8
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2026-05-23,5922,6959,6401,92.9
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2026-05-23,5259,6677,5914,82.2
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2026-05-23,2621,3287,2929,380.8
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2026-05-23,2440,3152,2769,366.9
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2026-05-23,4328,5397,4822,864.4
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2026-05-23,4271,5657,4911,114.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2026-05-23,4493,5438,4930,139.4
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2026-05-23,4253,5082,4636,135.4
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2026-05-23,4473,5575,4982,145.8
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2026-05-23,14178,17744,15824,48.4
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2026-05-23,14356,17719,15909,50.8
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2026-05-23,12047,15972,13859,45.6
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-05-23,2987,3874,3397,1114.6
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2026-05-23,2986,3837,3379,1219.0
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2026-05-25,16750,20653,18552,69.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2026-05-25,5473,6601,5994,110.7
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2026-05-25,5199,6578,5836,99.1
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2026-05-25,1970,2532,2230,105.8
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2026-05-25,2010,2351,2168,110.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2026-05-25,4669,6004,5286,58.9
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2026-05-25,4366,5728,4995,69.2
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2026-05-25,2814,3478,3121,99.3
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2026-05-25,2588,3263,2900,79.8
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2026-05-25,2910,3868,3353,83.4
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2026-05-25,17266,21521,19230,35.1
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2026-05-25,13794,16468,15029,32.3
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2026-05-25,16585,20640,18457,31.3
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2026-05-25,11103,14350,12602,34.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2026-05-25,10906,14116,12388,42.1
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2026-05-25,10903,14299,12471,39.2
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2026-05-25,13901,16970,15318,43.7
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2026-05-25,13124,15590,14263,39.5
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2026-05-25,7457,9070,8202,71.4
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2026-05-25,6854,8229,7489,82.1
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2026-05-25,2753,3653,3169,620.5
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2026-05-25,2772,3351,3040,593.4
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2026-05-25,2689,3405,3020,500.7
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2026-05-25,5322,7005,6099,114.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2026-05-25,6114,7215,6623,92.9
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2026-05-25,4601,5722,5119,717.4
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2026-05-25,4810,5766,5252,702.8
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2026-05-25,4703,6072,5335,965.1
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2026-05-25,3889,4794,4307,137.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2026-05-25,4347,5388,4828,153.7
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2026-05-25,4271,5442,4812,163.4
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2026-05-25,4470,5274,4842,163.6
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2026-05-25,4994,5840,5385,110.8
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2026-05-25,13637,17365,15358,51.1
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2026-05-25,12522,15868,14067,61.0
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-05-25,3087,3985,3502,957.8
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2026-05-25,3006,3945,3440,874.6
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2026-05-26,18119,21390,19629,81.6
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2026-05-26,16837,19724,18170,62.4
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2026-05-26,18260,21654,19827,74.9
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2026-05-26,4887,6327,5552,124.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2026-05-26,2133,2749,2418,83.9
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2026-05-26,2046,2538,2274,122.7
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2026-05-26,2038,2421,2215,117.2
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2026-05-26,4581,5423,4970,74.2
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2026-05-26,4460,5412,4900,70.6
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2026-05-26,3039,3608,3302,77.6
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2026-05-26,3011,3677,3319,69.2
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2026-05-26,16164,19500,17704,28.9
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2026-05-26,16024,19754,17746,28.8
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2026-05-26,9816,12110,10875,45.0
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2026-05-26,12573,15310,13837,36.5
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2026-05-26,11144,14166,12539,43.4
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2026-05-26,15288,18029,16554,40.3
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2026-05-26,6502,7706,7058,104.8
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2026-05-26,7371,8748,8007,83.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2026-05-26,3323,4115,3689,460.8
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2026-05-26,2492,2972,2714,591.9
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2026-05-26,5670,6644,6120,105.2
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2026-05-26,5860,7746,6731,79.8
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2026-05-26,5653,6785,6176,107.5
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2026-05-26,2697,3501,3069,335.2
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2026-05-26,2833,3599,3187,303.4
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2026-05-26,2505,3265,2856,345.3
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2026-05-26,4525,5533,4991,971.6
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2026-05-26,4847,6122,5436,869.2
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2026-05-26,4930,5771,5319,860.3
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2026-05-26,4328,5211,4736,163.7
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2026-05-26,4296,5356,4786,146.1
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2026-05-26,5138,6320,5684,137.2
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2026-05-26,14663,17727,16078,46.4
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2026-05-26,15133,17957,16437,55.0
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2026-05-27,17741,21493,19473,72.1
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2026-05-27,18096,21443,19641,58.4
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2026-05-27,17795,22253,19853,59.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2026-05-27,5407,6479,5902,94.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2026-05-27,2240,2807,2502,92.3
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2026-05-27,2221,2638,2414,98.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2026-05-27,4180,5524,4801,73.4
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2026-05-27,4388,5345,4830,57.8
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2026-05-27,4658,5946,5253,52.5
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2026-05-27,2818,3623,3190,83.6
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2026-05-27,2812,3354,3063,97.9
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2026-05-27,3146,3901,3495,86.2
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2026-05-27,11695,14805,13131,31.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2026-05-27,10972,13085,11948,43.4
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2026-05-27,12512,16101,14169,45.7
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2026-05-27,13885,17959,15766,36.1
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2026-05-27,7354,8716,7983,81.6
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2026-05-27,7183,8881,7967,84.3
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2026-05-27,3171,4134,3616,500.6
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2026-05-27,5354,6951,6092,98.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2026-05-27,6528,7749,7092,93.9
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2026-05-27,5638,6924,6232,86.1
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2026-05-27,2786,3422,3080,281.7
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2026-05-27,2596,3346,2943,355.7
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2026-05-27,2548,3145,2824,391.4
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2026-05-27,4942,5786,5332,696.5
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2026-05-27,4544,5975,5205,156.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2026-05-27,5105,6051,5542,107.3
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2026-05-27,4638,5766,5159,140.2
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2026-05-27,4445,5480,4923,151.5
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2026-05-27,4186,5502,4794,162.8
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2026-05-27,15202,19955,17396,51.0
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2026-05-27,14703,18340,16382,40.1
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2026-05-27,14247,18432,16179,56.2
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-05-27,3591,4238,3890,746.9
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2026-05-27,3256,3829,3521,1077.0
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2026-05-27,3163,4118,3604,848.7
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2026-05-28,17373,20742,18928,70.4
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2026-05-28,16466,20681,18412,62.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2026-05-28,5047,6567,5749,95.3
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2026-05-28,5458,6512,5945,117.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2026-05-28,2240,2855,2524,110.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2026-05-28,4545,5411,4945,66.0
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2026-05-28,4140,5311,4681,71.5
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2026-05-28,2854,3427,3119,80.6
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2026-05-28,14501,18591,16389,32.6
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2026-05-28,9397,12251,10715,44.2
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2026-05-28,9860,12697,11170,41.9
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2026-05-28,13815,17967,15732,42.5
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2026-05-28,12505,15121,13713,39.6
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2026-05-28,14116,17558,15705,39.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2026-05-28,2812,3664,3206,470.5
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2026-05-28,2540,3286,2885,608.3
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2026-05-28,2736,3526,3101,465.3
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2026-05-28,5519,6967,6188,96.5
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2026-05-28,5262,6632,5895,118.7
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2026-05-28,2549,3350,2919,395.8
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2026-05-28,2485,3286,2855,311.3
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2026-05-28,4499,5491,4957,1007.6
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2026-05-28,4896,5922,5370,746.4
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2026-05-28,4907,5751,5297,909.4
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2026-05-28,4291,5400,4803,155.3
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2026-05-28,14103,17430,15639,46.6
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2026-05-28,12500,15522,13895,52.0
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2026-05-29,16704,19886,18173,85.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2026-05-29,5249,6610,5878,104.1
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2026-05-29,4839,5728,5250,141.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2026-05-29,2047,2509,2261,88.7
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2026-05-29,4160,5311,4692,59.2
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2026-05-29,2587,3082,2816,103.5
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2026-05-29,2983,3559,3249,84.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2026-05-29,15605,20681,17948,35.8
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2026-05-29,15658,19028,17214,35.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2026-05-29,10210,12584,11306,37.4
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2026-05-29,12203,15780,13854,51.4
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2026-05-29,13469,16174,14718,35.2
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2026-05-29,12650,15736,14075,40.9
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2026-05-29,5617,7250,6371,85.9
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2026-05-29,7116,8471,7742,75.3
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2026-05-29,5519,6707,6068,105.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2026-05-29,3148,3790,3445,520.1
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2026-05-29,2812,3318,3046,617.9
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2026-05-29,5706,6937,6275,89.6
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2026-05-29,5990,7152,6527,96.4
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2026-05-29,2638,3274,2932,296.5
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2026-05-29,4633,5882,5210,886.2
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2026-05-29,4111,5174,4602,138.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2026-05-29,4091,4991,4507,167.0
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2026-05-29,5402,6352,5841,119.6
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2026-05-29,3969,5196,4536,147.4
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2026-05-29,14708,18251,16344,51.3
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2026-05-29,13949,16925,15323,50.3
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-05-29,3263,3929,3571,860.4
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2026-05-29,3127,3683,3384,926.1
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2026-05-30,16882,21830,19166,77.6
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2026-05-30,16232,20679,18285,68.2
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2026-05-30,15483,20461,17781,91.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2026-05-30,4859,6259,5506,113.4
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2026-05-30,4881,5927,5364,101.4
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2026-05-30,5049,6056,5514,109.9
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2026-05-30,1956,2419,2170,127.9
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2026-05-30,1967,2390,2163,115.9
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2026-05-30,4638,5672,5116,60.7
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2026-05-30,2626,3173,2879,85.6
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2026-05-30,2592,3038,2798,77.2
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2026-05-30,2768,3333,3029,73.2
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2026-05-30,12919,16725,14676,33.3
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2026-05-30,16038,21048,18351,34.4
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2026-05-30,15829,19490,17519,32.0
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2026-05-30,13600,16058,14735,38.6
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2026-05-30,13235,16910,14932,36.4
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2026-05-30,5542,6776,6112,90.2
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2026-05-30,7075,8840,7890,77.0
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2026-05-30,3250,3944,3571,552.3
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2026-05-30,3000,3658,3304,564.5
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2026-05-30,2473,3131,2777,628.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2026-05-30,5313,7043,6112,82.0
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2026-05-30,5616,7131,6316,101.5
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2026-05-30,2499,3270,2855,325.0
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2026-05-30,2648,3217,2911,375.9
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2026-05-30,4451,5238,4815,997.9
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2026-05-30,4446,5587,4973,778.0
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2026-05-30,4298,5103,4670,136.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2026-05-30,3955,5139,4502,124.8
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2026-05-30,3791,4875,4292,177.6
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2026-05-30,3478,4301,3858,157.3
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2026-05-30,15360,18652,16880,45.5
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2026-05-30,14577,17921,16121,57.5
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2026-05-30,3052,3778,3388,1119.2
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2026-05-30,2903,3856,3343,1229.6
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2026-06-01,16351,20833,18420,76.2
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2026-06-01,5249,6363,5764,104.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2026-06-01,2481,2983,2713,102.9
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2026-06-01,1897,2331,2098,108.5
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2026-06-01,3954,4995,4435,73.4
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2026-06-01,2826,3484,3130,74.8
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2026-06-01,2713,3345,3005,72.0
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2026-06-01,17254,20654,18824,31.5
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2026-06-01,16184,20272,18071,31.1
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2026-06-01,16893,20777,18686,37.0
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2026-06-01,10309,13669,11860,42.0
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2026-06-01,12862,15160,13923,37.1
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2026-06-01,11706,14963,13210,47.6
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2026-06-01,13737,18151,15775,35.7
Andhra Pradesh,Chittoor,Chittoor Mango Market,Mango,Alphonso / Neelam,2026-06-01,7589,9614,8524,70.5
Maharashtra,Ratnagiri,Ratnagiri APMC,Mango,Alphonso / Neelam,2026-06-01,5565,7191,6316,84.6
Tamil Nadu,Salem,Salem Fruit Market,Mango,Alphonso / Neelam,2026-06-01,7060,8970,7942,91.7
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2026-06-01,2910,3636,3246,540.4
